OrderID,OrderDate,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,CustomerID,Segment
SO102806,2024-02-09,North,Office Supplies,Pens,64.81,5,0.2,3.27,C2408,Consumer
SO102807,2024-10-09,North,Office Supplies,Paper,41.24,2,0.0,9.82,C8301,Corporate
SO102808,2025-01-20,East,Office Supplies,Binders,42.0,1,0.1,14.86,C7437,Home Office
SO102809,2024-12-10,South,Office Supplies,Storage,108.08,3,0.0,47.75,C3776,Consumer
SO102810,2023-07-05,East,Office Supplies,Pens,814.74,2,0.05,-19.17,C7215,Small Business
SO102811,2024-03-22,East,Office Supplies,Storage,338.37,1,0.0,106.1,C5975,Corporate
SO102812,2023-03-31,West,Office Supplies,Paper,21.0,1,0.3,-3.34,C2011,Consumer
SO102813,2024-05-18,West,Furniture,Tables,329.25,5,0.0,26.8,C6872,Consumer
SO102814,2024-04-12,South,Technology,Machines,318.94,1,0.2,-28.57,C8044,Consumer
SO102815,2023-12-05,East,Office Supplies,Storage,161.69,1,0.0,-16.14,C2141,Consumer
SO102816,2024-05-15,West,Technology,Machines,87.89,5,0.05,28.96,C3299,Consumer
SO102817,2023-05-05,South,Technology,Copiers,151.2,2,0.1,-21.37,C5054,Consumer
SO102818,2024-08-02,South,Office Supplies,Paper,117.74,5,0.0,-19.54,C1570,Small Business
SO102819,2023-04-16,South,Furniture,Bookcases,186.63,4,0.3,68.73,C4563,Consumer
SO102820,2023-12-06,South,Office Supplies,Storage,107.54,2,0.0,16.46,C4888,Consumer
SO102821,2024-03-29,West,Furniture,Chairs,41.95,5,0.05,5.19,C7168,Consumer
SO102822,2023-07-22,North,Office Supplies,Storage,264.4,1,0.0,42.21,C9157,Consumer
SO102823,2023-11-16,East,Office Supplies,Binders,162.18,3,0.1,29.43,C1215,Consumer
SO102824,2025-04-20,South,Furniture,Bookcases,44.21,1,0.2,11.49,C3138,Consumer
SO102825,2025-02-19,West,Technology,Accessories,56.15,5,0.0,11.21,C4516,Consumer
SO102826,2023-12-28,South,Technology,Copiers,47.54,5,0.2,-8.38,C7885,Consumer
SO102827,2023-01-25,West,Office Supplies,Paper,151.26,3,0.05,-24.76,C9536,Small Business
SO102828,2024-12-24,South,Furniture,Tables,221.61,3,0.3,19.64,C1460,Corporate
SO102829,2025-01-09,East,Office Supplies,Binders,218.45,2,0.0,18.69,C4343,Consumer
SO102830,2024-02-23,East,Furniture,Chairs,188.64,5,0.0,8.08,C9258,Consumer
SO102831,2023-01-23,West,Office Supplies,Pens,117.7,4,0.05,1.13,C6636,Consumer
SO102832,2024-11-11,East,Technology,Machines,36.52,4,0.05,10.38,C8471,Consumer
SO102833,2023-12-10,East,Office Supplies,Storage,38.62,3,0.1,-2.39,C2171,Consumer
SO102834,2024-05-01,West,Furniture,Chairs,35.82,4,0.1,4.79,C2644,Consumer
SO102835,2024-04-04,North,Office Supplies,Pens,540.01,4,0.0,-66.78,C6581,Corporate
SO102836,2023-03-19,North,Office Supplies,Pens,277.86,1,0.0,86.85,C4867,Consumer
SO102837,2024-02-27,West,Technology,Machines,434.93,2,0.05,104.62,C7727,Consumer
SO102838,2024-06-17,East,Office Supplies,Storage,235.74,2,0.0,66.06,C4596,Consumer
SO102839,2023-05-24,West,Office Supplies,Storage,240.49,3,0.0,27.49,C2221,Corporate
SO102840,2024-11-26,North,Technology,Copiers,42.94,3,0.2,8.23,C5191,Consumer
SO102841,2023-07-16,East,Office Supplies,Storage,390.26,2,0.0,162.9,C7645,Consumer
SO102842,2023-07-30,North,Furniture,Bookcases,321.18,4,0.0,100.41,C6880,Consumer
SO102843,2024-03-28,East,Technology,Accessories,364.07,5,0.0,88.51,C6416,Consumer
SO102844,2025-02-18,North,Office Supplies,Storage,101.48,2,0.1,22.48,C6871,Home Office
SO102845,2024-05-06,South,Office Supplies,Pens,536.35,3,0.05,128.3,C9745,Consumer
SO102846,2023-06-14,North,Office Supplies,Storage,318.93,5,0.05,5.39,C2602,Consumer
SO102847,2023-07-05,South,Technology,Accessories,440.15,1,0.0,-5.62,C1749,Consumer
SO102848,2023-01-28,North,Furniture,Chairs,302.47,1,0.05,72.8,C9747,Small Business
SO102849,2023-07-27,North,Technology,Phones,74.94,4,0.0,-2.85,C8494,Consumer
SO102850,2024-01-21,North,Technology,Copiers,51.69,2,0.05,6.87,C4160,Consumer
SO102851,2024-10-14,South,Office Supplies,Storage,227.65,1,0.0,11.86,C8480,Consumer
SO102852,2023-05-10,North,Technology,Accessories,44.7,3,0.0,2.91,C6330,Consumer
SO102853,2023-07-11,West,Office Supplies,Binders,60.13,2,0.0,22.65,C6180,Home Office
SO102854,2024-04-19,East,Technology,Machines,818.1,5,0.0,361.68,C9498,Corporate
SO102855,2023-12-25,East,Furniture,Tables,231.92,3,0.05,96.55,C5605,Consumer
SO102856,2023-03-27,West,Furniture,Tables,210.92,4,0.2,66.02,C7387,Home Office
SO102857,2023-09-12,West,Technology,Machines,336.63,4,0.0,103.89,C3565,Corporate
SO102858,2024-12-21,West,Office Supplies,Binders,332.62,1,0.2,-16.56,C3323,Consumer
SO102859,2024-09-27,East,Office Supplies,Binders,518.36,5,0.3,221.85,C7898,Consumer
SO102860,2023-03-26,East,Technology,Phones,373.08,4,0.0,141.61,C1115,Consumer
SO102861,2024-10-29,North,Furniture,Chairs,485.14,3,0.0,169.32,C8005,Consumer
SO102862,2025-01-03,North,Technology,Machines,80.25,3,0.0,-6.16,C7236,Home Office
SO102863,2023-05-16,East,Furniture,Chairs,15.08,5,0.0,-0.66,C1818,Consumer
SO102864,2023-09-28,West,Office Supplies,Binders,63.25,4,0.1,-13.44,C6268,Corporate
SO102865,2025-04-23,West,Technology,Machines,82.94,4,0.0,10.18,C3678,Consumer
SO102866,2024-06-08,East,Office Supplies,Paper,197.97,1,0.0,80.84,C8497,Consumer
SO102867,2025-02-06,East,Furniture,Bookcases,60.94,2,0.05,9.17,C7916,Home Office
SO102868,2023-03-03,North,Technology,Accessories,211.56,1,0.0,-34.28,C9587,Home Office
SO102869,2023-12-28,South,Furniture,Tables,403.55,3,0.0,-1.7,C6601,Consumer
SO102870,2025-02-27,West,Furniture,Bookcases,81.82,4,0.05,2.95,C1369,Consumer
SO102871,2024-11-08,South,Office Supplies,Paper,183.19,1,0.0,7.53,C6453,Corporate
SO102872,2024-07-28,West,Office Supplies,Pens,232.86,3,0.1,1.23,C5253,Consumer
SO102873,2023-07-14,East,Office Supplies,Paper,100.74,2,0.1,-20.81,C4915,Corporate
SO102874,2024-02-22,East,Office Supplies,Paper,609.56,2,0.0,209.5,C3791,Corporate
SO102875,2025-04-05,East,Technology,Accessories,44.1,4,0.0,9.51,C6440,Consumer
SO102876,2023-07-20,South,Furniture,Bookcases,67.06,5,0.0,-3.95,C5462,Home Office
SO102877,2023-09-19,East,Office Supplies,Pens,53.23,3,0.0,2.78,C9150,Consumer
SO102878,2024-09-30,East,Office Supplies,Storage,60.67,4,0.0,15.58,C1607,Consumer
SO102879,2023-05-08,South,Technology,Phones,228.66,4,0.0,15.22,C8984,Corporate
SO102880,2024-05-27,North,Office Supplies,Paper,215.61,2,0.0,-10.49,C3128,Consumer
SO102881,2023-09-16,East,Technology,Accessories,378.83,1,0.0,75.84,C4526,Consumer
SO102882,2025-01-15,East,Office Supplies,Storage,119.68,5,0.3,41.44,C9406,Home Office
SO102883,2024-10-06,East,Technology,Machines,417.48,5,0.0,32.15,C6542,Corporate
SO102884,2023-03-06,North,Office Supplies,Binders,171.36,3,0.0,18.85,C6328,Home Office
SO102885,2024-03-17,East,Technology,Phones,313.11,1,0.0,113.08,C1186,Consumer
SO102886,2023-02-05,North,Office Supplies,Paper,144.88,3,0.0,43.02,C9296,Consumer
SO102887,2024-02-19,East,Office Supplies,Paper,29.81,2,0.0,-4.81,C5798,Consumer
SO102888,2023-05-13,West,Office Supplies,Pens,382.76,5,0.0,-35.47,C1013,Corporate
SO102889,2024-01-16,East,Furniture,Chairs,228.98,1,0.0,-35.68,C5144,Corporate
SO102890,2023-11-28,East,Office Supplies,Binders,525.01,4,0.0,155.9,C3131,Consumer
SO102891,2024-05-07,West,Office Supplies,Pens,320.24,2,0.05,77.19,C6312,Home Office
SO102892,2024-08-15,South,Technology,Accessories,49.2,2,0.05,18.61,C7745,Consumer
SO102893,2024-06-10,North,Office Supplies,Paper,355.33,5,0.0,-52.7,C4703,Corporate
SO102894,2024-05-29,North,Office Supplies,Pens,95.58,4,0.0,-12.2,C5131,Consumer
SO102895,2024-05-25,South,Technology,Copiers,190.68,1,0.0,53.94,C9019,Consumer
SO102896,2025-04-02,South,Office Supplies,Binders,395.45,1,0.0,81.77,C4304,Consumer
SO102897,2023-08-05,East,Technology,Machines,685.06,2,0.0,78.4,C9904,Corporate
SO102898,2025-06-06,North,Office Supplies,Pens,313.84,1,0.0,-1.69,C3855,Consumer
SO102899,2023-05-09,West,Office Supplies,Paper,72.87,2,0.05,-3.46,C4895,Small Business
SO102900,2023-11-12,East,Technology,Copiers,253.01,3,0.0,43.89,C2736,Consumer
SO102901,2023-07-10,West,Technology,Accessories,221.1,5,0.0,50.41,C3230,Consumer
SO102902,2023-09-15,North,Office Supplies,Binders,523.02,1,0.1,17.12,C9835,Consumer
SO102903,2023-08-08,South,Furniture,Chairs,292.42,2,0.05,84.47,C3805,Corporate
SO102904,2025-04-15,South,Office Supplies,Binders,42.65,4,0.0,5.3,C5040,Corporate
SO102905,2024-09-15,North,Office Supplies,Paper,214.18,3,0.0,-33.65,C9993,Corporate
SO102906,2023-05-05,West,Furniture,Bookcases,72.83,3,0.1,-14.13,C9273,Corporate
SO102907,2025-04-29,East,Technology,Accessories,169.26,3,0.0,17.32,C9062,Home Office
SO102908,2023-09-09,East,Office Supplies,Storage,232.55,5,0.1,73.85,C4313,Consumer
SO102909,2025-05-01,North,Furniture,Tables,29.6,1,0.2,2.78,C8781,Consumer
SO102910,2023-02-14,South,Technology,Accessories,347.9,3,0.0,-16.37,C1900,Corporate
SO102911,2023-04-24,East,Office Supplies,Binders,30.48,4,0.05,-1.91,C1450,Consumer
SO102912,2025-01-07,East,Office Supplies,Storage,166.97,2,0.1,56.26,C5367,Home Office
SO102913,2024-01-26,East,Furniture,Tables,79.74,5,0.0,23.79,C8481,Consumer
SO102914,2024-05-12,West,Technology,Phones,294.05,5,0.0,95.91,C8687,Home Office
SO102915,2025-03-28,East,Technology,Copiers,253.36,4,0.1,-37.54,C9377,Consumer
SO102916,2024-07-13,East,Office Supplies,Storage,82.61,2,0.2,4.56,C3062,Consumer
SO102917,2023-11-25,South,Office Supplies,Storage,216.92,1,0.0,66.54,C1236,Consumer
SO102918,2023-03-01,South,Office Supplies,Binders,103.57,3,0.0,32.39,C5996,Home Office
SO102919,2023-04-04,North,Office Supplies,Pens,68.01,3,0.05,13.9,C6048,Consumer
SO102920,2024-08-17,West,Office Supplies,Paper,555.87,1,0.0,226.76,C9967,Consumer
SO102921,2023-12-03,West,Furniture,Tables,261.53,5,0.05,54.96,C7708,Home Office
SO102922,2023-12-15,East,Office Supplies,Pens,50.94,5,0.05,-6.52,C2326,Consumer
SO102923,2025-01-24,South,Office Supplies,Paper,384.1,3,0.0,76.54,C1923,Home Office
SO102924,2024-10-12,East,Office Supplies,Pens,21.31,2,0.0,8.94,C7479,Corporate
SO102925,2023-12-10,North,Office Supplies,Pens,138.09,5,0.0,-22.3,C1714,Consumer
SO102926,2025-04-13,South,Technology,Machines,529.18,2,0.0,113.98,C9718,Consumer
SO102927,2024-09-13,North,Furniture,Tables,67.41,2,0.1,-7.36,C9983,Consumer
SO102928,2023-04-06,West,Technology,Accessories,245.92,3,0.0,66.63,C2543,Consumer
SO102929,2024-03-19,East,Office Supplies,Paper,141.33,1,0.2,-27.29,C3958,Consumer
SO102930,2023-03-15,East,Technology,Accessories,153.33,5,0.0,47.88,C6917,Consumer
SO102931,2025-05-13,South,Office Supplies,Binders,140.82,5,0.2,41.39,C4134,Consumer
SO102932,2024-04-20,South,Office Supplies,Pens,548.51,1,0.0,190.16,C9930,Consumer
SO102933,2025-03-13,South,Office Supplies,Binders,126.98,1,0.2,3.72,C8619,Small Business
SO102934,2025-03-29,South,Office Supplies,Pens,40.25,4,0.0,14.8,C8855,Consumer
SO102935,2025-03-30,East,Furniture,Bookcases,471.41,4,0.0,-82.89,C1358,Home Office
SO102936,2023-08-18,East,Furniture,Tables,329.8,4,0.0,20.57,C6865,Consumer
SO102937,2024-12-23,West,Office Supplies,Storage,90.27,1,0.0,27.08,C2036,Corporate
SO102938,2024-11-22,West,Technology,Accessories,402.8,4,0.05,147.05,C5588,Home Office
SO102939,2023-06-02,West,Technology,Accessories,217.47,2,0.1,-15.41,C5508,Corporate
SO102940,2023-07-03,East,Office Supplies,Binders,49.51,4,0.0,-3.12,C8020,Consumer
SO102941,2025-04-16,West,Office Supplies,Binders,240.62,3,0.05,53.35,C4923,Consumer
SO102942,2024-05-07,West,Technology,Machines,56.77,5,0.05,7.51,C8042,Small Business
SO102943,2023-09-11,East,Technology,Accessories,436.6,3,0.0,-78.23,C6021,Corporate
SO102944,2023-02-07,South,Technology,Machines,937.26,1,0.0,361.74,C5161,Consumer
SO102945,2024-07-23,West,Office Supplies,Binders,538.07,5,0.0,-93.2,C6790,Consumer
SO102946,2024-05-22,South,Furniture,Chairs,340.36,5,0.0,121.24,C2008,Consumer
SO102947,2025-01-07,East,Technology,Machines,333.91,1,0.0,21.71,C8061,Consumer
SO102948,2024-08-22,East,Technology,Copiers,349.92,5,0.1,49.13,C9914,Home Office
SO102949,2023-08-30,East,Technology,Copiers,30.83,4,0.0,-1.22,C2299,Consumer
SO102950,2024-07-10,East,Office Supplies,Pens,118.94,2,0.05,-0.95,C1987,Small Business
SO102951,2024-11-28,South,Office Supplies,Pens,723.46,5,0.0,47.85,C2388,Corporate
SO102952,2025-06-12,West,Office Supplies,Paper,97.77,2,0.0,-11.59,C1826,Consumer
SO102953,2024-03-01,North,Furniture,Tables,255.15,5,0.0,31.81,C6805,Consumer
SO102954,2024-02-21,South,Furniture,Bookcases,408.14,2,0.0,173.77,C5896,Consumer
SO102955,2023-10-11,North,Technology,Phones,234.34,1,0.0,89.27,C8907,Home Office
SO102956,2025-01-28,West,Furniture,Chairs,207.59,2,0.0,-0.64,C1595,Consumer
SO102957,2024-07-21,West,Office Supplies,Binders,60.07,4,0.1,-6.5,C3779,Consumer
SO102958,2023-03-05,North,Office Supplies,Paper,326.6,1,0.1,66.39,C6978,Corporate
SO102959,2023-07-28,North,Office Supplies,Paper,272.4,3,0.0,31.31,C6389,Consumer
SO102960,2023-02-26,East,Office Supplies,Binders,285.64,1,0.0,-1.49,C7231,Home Office
SO102961,2023-06-04,South,Technology,Copiers,195.62,1,0.0,67.34,C8663,Corporate
SO102962,2024-03-22,East,Furniture,Bookcases,159.81,5,0.0,31.4,C3200,Consumer
SO102963,2024-07-19,West,Technology,Accessories,115.02,2,0.0,29.6,C5690,Consumer
SO102964,2024-04-21,East,Office Supplies,Paper,364.08,5,0.0,12.81,C9287,Corporate
SO102965,2024-02-11,South,Office Supplies,Paper,50.75,5,0.05,-8.81,C7182,Consumer
SO102966,2023-08-29,West,Furniture,Tables,150.69,3,0.0,-4.21,C3762,Small Business
SO102967,2023-06-16,North,Furniture,Bookcases,74.38,3,0.1,-1.16,C3043,Corporate
SO102968,2023-07-06,East,Technology,Accessories,145.1,5,0.0,16.63,C2065,Home Office
SO102969,2024-07-09,North,Furniture,Tables,578.91,5,0.2,3.67,C9650,Consumer
SO102970,2023-04-16,West,Technology,Phones,125.09,1,0.05,49.44,C2541,Corporate
SO102971,2024-06-15,North,Furniture,Tables,674.55,5,0.0,-104.36,C4469,Corporate
SO102972,2025-05-28,East,Furniture,Chairs,132.26,4,0.0,12.89,C2902,Consumer
SO102973,2024-04-30,East,Office Supplies,Storage,649.17,2,0.0,118.97,C6330,Consumer
SO102974,2024-03-05,North,Office Supplies,Storage,374.29,1,0.0,110.23,C7059,Consumer
SO102975,2024-08-10,West,Furniture,Bookcases,995.73,5,0.0,339.73,C8895,Consumer
SO102976,2023-10-21,West,Office Supplies,Binders,74.39,2,0.3,16.52,C8151,Corporate
SO102977,2024-04-13,South,Office Supplies,Paper,105.22,5,0.0,30.07,C7117,Home Office
SO102978,2024-11-05,South,Technology,Phones,56.72,3,0.2,-6.9,C5267,Corporate
SO102979,2023-05-08,West,Office Supplies,Storage,284.45,2,0.0,-20.61,C2797,Consumer
SO102980,2024-07-24,East,Office Supplies,Pens,498.76,5,0.1,115.5,C3465,Consumer
SO102981,2023-05-10,North,Office Supplies,Binders,272.99,1,0.0,74.48,C2040,Consumer
SO102982,2023-10-24,West,Office Supplies,Pens,200.58,5,0.05,-30.35,C4454,Consumer
SO102983,2024-02-26,South,Office Supplies,Paper,287.23,2,0.0,85.95,C9051,Consumer
SO102984,2024-11-29,East,Technology,Phones,109.54,4,0.0,20.12,C4595,Consumer
SO102985,2024-01-27,North,Office Supplies,Pens,651.32,3,0.0,34.12,C2566,Consumer
SO102986,2023-10-08,North,Technology,Machines,199.61,3,0.1,79.69,C9003,Consumer
SO102987,2023-06-02,East,Office Supplies,Binders,46.53,5,0.3,1.28,C5093,Home Office
SO102988,2024-09-23,North,Office Supplies,Binders,269.59,1,0.0,34.98,C8186,Consumer
SO102989,2023-07-31,South,Furniture,Bookcases,596.3,5,0.0,18.08,C4116,Corporate
SO102990,2023-09-08,East,Office Supplies,Binders,36.41,2,0.0,-1.9,C2009,Consumer
SO102991,2024-03-01,North,Technology,Accessories,63.35,3,0.0,4.56,C1842,Consumer
SO102992,2023-12-17,North,Technology,Accessories,59.07,2,0.0,9.91,C5520,Home Office
SO102993,2023-10-11,North,Furniture,Chairs,507.02,2,0.2,-33.41,C2627,Consumer
SO102994,2024-02-21,East,Furniture,Chairs,332.6,4,0.05,-1.8,C5633,Consumer
SO102995,2024-10-16,West,Office Supplies,Storage,306.73,5,0.0,136.0,C9496,Consumer
SO102996,2024-02-14,North,Office Supplies,Paper,176.91,4,0.0,65.41,C2093,Consumer
SO102997,2024-02-02,South,Office Supplies,Paper,220.12,1,0.3,51.81,C6274,Consumer
SO102998,2023-12-01,South,Furniture,Tables,586.92,1,0.0,197.01,C5486,Consumer
SO102999,2024-11-07,South,Furniture,Tables,171.64,2,0.0,68.2,C9866,Consumer
SO103000,2023-01-25,West,Furniture,Chairs,90.06,5,0.2,19.75,C7201,Consumer
SO103001,2025-06-18,East,Furniture,Tables,22.92,3,0.1,-4.26,C2780,Corporate
SO103002,2024-07-22,North,Office Supplies,Paper,81.9,3,0.0,-0.12,C4319,Consumer
SO103003,2024-04-22,East,Technology,Machines,118.16,4,0.0,-22.52,C7573,Corporate
SO103004,2024-06-27,West,Furniture,Tables,83.47,4,0.05,-13.22,C6874,Corporate
SO103005,2023-06-06,West,Technology,Copiers,866.9,4,0.3,251.74,C7436,Consumer
SO103006,2025-02-03,North,Furniture,Tables,201.58,3,0.05,50.9,C1596,Small Business
SO103007,2025-04-24,West,Furniture,Bookcases,368.03,2,0.0,69.55,C3892,Corporate
SO103008,2023-05-11,West,Office Supplies,Storage,396.34,1,0.05,-77.42,C5043,Corporate
SO103009,2025-04-08,South,Furniture,Chairs,487.93,5,0.0,-26.07,C2147,Home Office
SO103010,2024-07-25,South,Technology,Copiers,53.72,1,0.0,12.74,C1989,Consumer
SO103011,2025-04-20,North,Office Supplies,Storage,254.13,3,0.1,40.85,C2941,Consumer
SO103012,2023-06-18,North,Office Supplies,Storage,295.01,4,0.0,-22.81,C5385,Consumer
SO103013,2023-05-24,South,Office Supplies,Binders,660.1,3,0.0,185.36,C9614,Consumer
SO103014,2024-07-03,North,Technology,Copiers,184.97,2,0.0,-34.95,C2833,Consumer
SO103015,2024-01-27,South,Technology,Phones,250.68,4,0.05,71.89,C9773,Consumer
SO103016,2024-12-23,East,Office Supplies,Paper,374.1,5,0.1,-54.81,C7900,Consumer
SO103017,2023-07-08,East,Office Supplies,Binders,35.63,2,0.0,-1.13,C7617,Consumer
SO103018,2025-06-07,West,Office Supplies,Pens,133.81,3,0.0,-5.38,C6935,Corporate
SO103019,2023-04-11,East,Furniture,Chairs,267.57,4,0.05,115.22,C4294,Consumer
SO103020,2025-04-08,South,Furniture,Tables,55.98,2,0.1,-2.66,C2359,Corporate
SO103021,2023-03-24,East,Office Supplies,Binders,485.23,4,0.0,69.18,C9441,Consumer
SO103022,2023-01-09,South,Office Supplies,Storage,238.03,2,0.05,-33.99,C8472,Consumer
SO103023,2023-12-08,East,Furniture,Bookcases,96.43,4,0.0,-6.75,C9184,Consumer
SO103024,2024-03-28,South,Office Supplies,Storage,111.24,3,0.0,-11.46,C5495,Consumer
SO103025,2025-03-18,West,Office Supplies,Pens,262.62,5,0.0,22.27,C3890,Small Business
SO103026,2023-08-22,South,Office Supplies,Storage,19.88,2,0.0,8.89,C4272,Consumer
SO103027,2024-03-23,East,Office Supplies,Binders,33.78,2,0.0,3.64,C4832,Home Office
SO103028,2023-09-27,West,Furniture,Tables,281.91,3,0.0,12.07,C9252,Small Business
SO103029,2024-07-27,North,Furniture,Bookcases,109.38,4,0.0,42.28,C8253,Consumer
SO103030,2024-11-11,South,Technology,Phones,81.99,2,0.1,26.94,C1921,Consumer
SO103031,2023-03-15,East,Technology,Machines,99.45,2,0.0,15.66,C1109,Consumer
SO103032,2023-07-22,East,Office Supplies,Paper,39.68,4,0.1,12.75,C7269,Consumer
SO103033,2024-12-09,West,Office Supplies,Binders,75.39,4,0.1,26.98,C7495,Consumer
SO103034,2023-01-25,West,Office Supplies,Pens,197.2,1,0.0,86.37,C6925,Home Office
SO103035,2025-03-04,East,Technology,Machines,65.92,4,0.0,28.33,C8981,Home Office
SO103036,2023-02-03,East,Technology,Phones,83.7,5,0.1,25.96,C6553,Consumer
SO103037,2023-01-19,North,Furniture,Bookcases,44.67,3,0.1,4.27,C2400,Home Office
SO103038,2023-12-01,West,Office Supplies,Pens,41.06,3,0.0,2.42,C6475,Consumer
SO103039,2024-09-30,East,Office Supplies,Binders,102.36,5,0.2,-19.19,C3214,Consumer
SO103040,2025-03-25,South,Furniture,Tables,174.85,5,0.0,-2.42,C1721,Home Office
SO103041,2023-07-26,South,Technology,Accessories,32.28,5,0.0,2.34,C8721,Consumer
SO103042,2023-09-21,South,Office Supplies,Storage,13.7,1,0.2,-1.26,C5732,Home Office
SO103043,2024-05-23,West,Office Supplies,Storage,31.74,5,0.3,4.18,C7205,Small Business
SO103044,2025-04-25,East,Office Supplies,Storage,316.01,5,0.05,84.91,C8722,Consumer
SO103045,2023-02-08,West,Technology,Machines,172.31,1,0.1,68.66,C3864,Consumer
SO103046,2024-07-15,East,Office Supplies,Paper,250.47,3,0.0,-43.38,C3994,Consumer
SO103047,2025-06-05,South,Office Supplies,Storage,239.91,5,0.0,-17.43,C4521,Consumer
SO103048,2023-01-15,West,Office Supplies,Storage,311.28,2,0.1,-23.05,C1338,Consumer
SO103049,2025-02-24,West,Technology,Copiers,48.29,3,0.0,19.19,C6018,Consumer
SO103050,2024-07-11,South,Office Supplies,Binders,734.61,1,0.0,324.2,C6426,Corporate
SO103051,2024-01-13,East,Office Supplies,Pens,215.53,3,0.1,92.85,C2032,Consumer
SO103052,2024-11-28,East,Technology,Phones,368.32,4,0.1,17.0,C8177,Home Office
SO103053,2023-12-31,East,Office Supplies,Pens,90.26,4,0.0,15.12,C6902,Consumer
SO103054,2023-04-30,West,Furniture,Tables,353.0,3,0.0,-4.68,C4401,Consumer
SO103055,2024-05-16,East,Furniture,Bookcases,537.12,5,0.0,215.09,C3168,Corporate
SO103056,2025-04-25,North,Office Supplies,Binders,39.29,5,0.1,3.38,C8400,Consumer
SO103057,2023-06-04,North,Office Supplies,Paper,257.98,4,0.1,-5.88,C8475,Corporate
SO103058,2023-10-15,East,Technology,Accessories,128.51,5,0.3,-19.05,C9666,Consumer
SO103059,2024-09-17,East,Technology,Copiers,70.96,4,0.0,22.98,C2108,Consumer
SO103060,2023-05-08,South,Office Supplies,Pens,68.26,3,0.0,27.78,C8703,Home Office
SO103061,2023-01-24,North,Office Supplies,Pens,301.45,5,0.0,-15.68,C7292,Consumer
SO103062,2023-10-21,East,Technology,Copiers,199.33,1,0.0,-38.8,C1014,Corporate
SO103063,2023-02-12,South,Technology,Phones,256.63,3,0.2,40.77,C8321,Consumer
SO103064,2025-01-03,North,Office Supplies,Binders,65.12,5,0.0,2.93,C8395,Consumer
SO103065,2024-01-01,East,Office Supplies,Binders,28.91,2,0.0,-1.28,C3221,Consumer
SO103066,2024-08-24,West,Technology,Copiers,322.55,1,0.0,-21.14,C4031,Consumer
SO103067,2023-07-29,West,Office Supplies,Binders,248.96,1,0.1,16.05,C5441,Consumer
SO103068,2024-04-25,North,Technology,Copiers,104.82,4,0.0,18.22,C8538,Consumer
SO103069,2023-06-04,East,Office Supplies,Binders,583.63,4,0.0,115.4,C2494,Home Office
SO103070,2023-02-16,North,Technology,Machines,65.53,1,0.0,25.77,C3914,Consumer
SO103071,2024-09-13,West,Office Supplies,Paper,89.57,3,0.05,-16.76,C3327,Consumer
SO103072,2023-10-08,East,Technology,Copiers,103.61,4,0.0,-0.08,C8215,Consumer
SO103073,2024-11-10,North,Furniture,Chairs,74.14,4,0.0,8.77,C3974,Consumer
SO103074,2024-04-04,North,Technology,Accessories,67.57,1,0.0,10.24,C3566,Consumer
SO103075,2024-07-05,East,Furniture,Chairs,83.38,4,0.0,23.3,C3704,Consumer
SO103076,2023-05-15,West,Furniture,Chairs,112.2,1,0.0,-9.27,C5913,Corporate
SO103077,2023-12-29,West,Furniture,Chairs,50.85,2,0.1,-10.12,C1465,Home Office
SO103078,2023-03-10,North,Technology,Phones,348.53,2,0.1,53.35,C9356,Consumer
SO103079,2024-09-16,North,Office Supplies,Pens,184.09,4,0.0,-27.13,C2952,Consumer
SO103080,2023-02-09,West,Office Supplies,Paper,38.1,5,0.0,-5.87,C3959,Consumer
SO103081,2023-10-30,South,Technology,Accessories,238.52,4,0.0,81.61,C6809,Consumer
SO103082,2025-02-28,West,Technology,Copiers,252.35,1,0.0,-5.94,C3676,Consumer
SO103083,2023-11-20,West,Furniture,Tables,99.9,5,0.1,0.09,C2177,Consumer
SO103084,2023-03-15,North,Office Supplies,Pens,20.37,5,0.0,1.0,C9201,Consumer
SO103085,2023-08-17,West,Technology,Accessories,195.24,4,0.1,-3.37,C7321,Consumer
SO103086,2023-01-25,South,Furniture,Bookcases,169.12,5,0.0,61.15,C7113,Consumer
SO103087,2023-07-19,South,Office Supplies,Pens,96.21,2,0.0,31.86,C2471,Consumer
SO103088,2023-02-02,East,Technology,Copiers,274.3,3,0.0,-41.17,C2755,Consumer
SO103089,2023-09-26,West,Furniture,Bookcases,317.52,1,0.1,-22.3,C1272,Corporate
SO103090,2025-05-04,North,Office Supplies,Paper,155.61,4,0.0,47.98,C5529,Consumer
SO103091,2024-10-09,East,Technology,Phones,119.65,4,0.0,18.14,C1628,Corporate
SO103092,2025-02-09,West,Technology,Machines,189.9,1,0.05,-19.74,C4651,Consumer
SO103093,2025-01-10,West,Office Supplies,Binders,149.19,4,0.0,47.46,C7261,Consumer
SO103094,2024-06-16,North,Technology,Machines,484.66,3,0.0,59.61,C8926,Consumer
SO103095,2024-01-23,West,Technology,Phones,209.86,4,0.0,-28.34,C2194,Consumer
SO103096,2024-08-20,East,Office Supplies,Binders,85.82,1,0.05,26.08,C8451,Consumer
SO103097,2023-04-05,West,Furniture,Chairs,28.05,4,0.0,0.17,C5451,Consumer
SO103098,2024-02-24,West,Office Supplies,Binders,104.02,2,0.0,-0.25,C1053,Corporate
SO103099,2025-02-24,North,Furniture,Chairs,756.79,1,0.0,-63.42,C9558,Consumer
