OrderID,OrderDate,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,CustomerID,Segment,year_month
SO101586,2024-07-29,South,Office Supplies,Paper,394.27,4,0.1,-58.91,C9647,Consumer,2024-07
SO101587,2024-08-18,West,Office Supplies,Pens,59.26,4,0.0,-7.88,C1426,Consumer,2024-08
SO101591,2025-04-03,East,Technology,Machines,126.89,4,0.2,-15.11,C9714,Consumer,2025-04
SO101592,2024-12-19,North,Office Supplies,Binders,304.57,2,0.0,-1.7,C2414,Consumer,2024-12
SO101595,2023-10-07,West,Technology,Phones,627.73,4,0.0,-110.02,C3655,Consumer,2023-10
SO101599,2024-03-06,East,Technology,Phones,362.27,1,0.0,-49.59,C6790,Home Office,2024-03
SO101605,2025-03-03,East,Technology,Copiers,254.97,4,0.0,-27.83,C7018,Home Office,2025-03
SO101606,2024-10-01,South,Technology,Copiers,117.33,4,0.0,-22.14,C8629,Consumer,2024-10
SO101613,2024-06-13,North,Technology,Phones,79.6,5,0.3,-14.81,C6754,Home Office,2024-06
SO101616,2024-03-03,East,Furniture,Chairs,208.22,2,0.05,-34.46,C4399,Consumer,2024-03
SO101620,2023-12-19,South,Technology,Accessories,112.96,1,0.1,-5.02,C5822,Corporate,2023-12
SO101621,2023-12-13,North,Office Supplies,Binders,83.4,5,0.0,-10.07,C2567,Corporate,2023-12
SO101626,2023-01-08,South,Office Supplies,Storage,358.03,5,0.0,-41.6,C6944,Small Business,2023-01
SO101628,2023-06-09,North,Office Supplies,Paper,584.82,3,0.1,-7.04,C1690,Consumer,2023-06
SO101629,2025-04-27,West,Furniture,Tables,206.73,3,0.1,-13.88,C6028,Consumer,2025-04
SO101632,2023-07-18,South,Furniture,Chairs,110.79,2,0.1,-22.79,C5215,Consumer,2023-07
SO101635,2023-04-03,East,Office Supplies,Storage,80.66,5,0.1,-13.54,C5234,Consumer,2023-04
SO101636,2023-12-21,North,Office Supplies,Storage,239.23,3,0.0,-0.7,C6050,Corporate,2023-12
SO101641,2024-09-21,South,Office Supplies,Storage,115.02,3,0.0,-6.81,C2043,Home Office,2024-09
SO101646,2024-12-16,West,Office Supplies,Storage,107.36,1,0.0,-19.19,C1654,Corporate,2024-12
SO101647,2023-11-29,West,Office Supplies,Pens,360.32,2,0.0,-10.09,C8087,Small Business,2023-11
SO101648,2023-08-28,South,Office Supplies,Pens,29.55,3,0.0,-0.06,C4933,Corporate,2023-08
SO101650,2023-03-04,West,Office Supplies,Pens,33.12,4,0.1,-8.17,C4626,Consumer,2023-03
SO101651,2025-04-13,South,Office Supplies,Pens,117.6,2,0.0,-15.13,C8614,Corporate,2025-04
SO101655,2023-10-22,West,Furniture,Bookcases,79.89,1,0.0,-1.13,C8187,Consumer,2023-10
SO101656,2023-05-29,East,Technology,Accessories,157.76,3,0.0,-27.01,C3090,Consumer,2023-05
SO101658,2023-06-29,East,Technology,Phones,43.88,3,0.05,-5.39,C5547,Consumer,2023-06
SO101661,2023-12-17,West,Office Supplies,Pens,197.0,2,0.0,-35.76,C6624,Corporate,2023-12
SO101665,2023-11-05,West,Office Supplies,Storage,72.52,2,0.1,-2.48,C6247,Consumer,2023-11
SO101668,2024-12-05,East,Technology,Machines,239.9,5,0.0,-2.08,C7179,Consumer,2024-12
SO101671,2023-09-09,North,Technology,Machines,155.84,5,0.1,-0.04,C3942,Consumer,2023-09
SO101676,2023-04-14,North,Office Supplies,Binders,50.1,1,0.2,-9.88,C8296,Home Office,2023-04
SO101677,2025-05-17,North,Technology,Accessories,383.69,5,0.05,-17.85,C4900,Home Office,2025-05
SO101679,2025-05-15,South,Technology,Copiers,827.91,1,0.0,-60.36,C5223,Consumer,2025-05
SO101683,2024-08-25,North,Office Supplies,Storage,332.56,1,0.05,-2.94,C2794,Consumer,2024-08
SO101686,2024-05-12,North,Technology,Phones,306.61,1,0.2,-11.4,C6258,Home Office,2024-05
SO101687,2023-10-26,West,Office Supplies,Storage,1223.7,5,0.05,-217.8,C2319,Consumer,2023-10
SO101688,2023-10-04,East,Furniture,Chairs,40.32,2,0.0,-6.45,C6572,Consumer,2023-10
SO101690,2023-03-30,West,Technology,Accessories,187.7,2,0.0,-22.69,C7565,Corporate,2023-03
SO101691,2023-10-02,West,Office Supplies,Storage,583.62,1,0.05,-52.22,C6954,Corporate,2023-10
SO101693,2024-03-09,South,Furniture,Tables,233.81,3,0.0,-29.22,C7272,Consumer,2024-03
SO101694,2023-07-31,West,Furniture,Chairs,91.26,5,0.0,-4.3,C5610,Consumer,2023-07
SO101696,2024-06-13,South,Office Supplies,Storage,161.18,2,0.0,-5.8,C7849,Consumer,2024-06
SO101701,2023-02-25,East,Office Supplies,Storage,406.18,2,0.05,-71.07,C3073,Corporate,2023-02
SO101703,2024-04-19,West,Technology,Machines,14.08,3,0.2,-4.29,C2264,Corporate,2024-04
SO101708,2024-08-03,West,Office Supplies,Pens,67.8,4,0.1,-6.14,C9871,Consumer,2024-08
SO101709,2023-10-14,South,Office Supplies,Pens,182.39,5,0.2,-26.04,C1024,Corporate,2023-10
SO101710,2023-02-22,West,Office Supplies,Pens,202.59,3,0.0,-27.13,C2036,Consumer,2023-02
SO101715,2025-01-10,North,Technology,Machines,84.87,2,0.05,-4.15,C3516,Home Office,2025-01
SO101720,2023-11-04,East,Office Supplies,Binders,286.93,5,0.1,-34.09,C2670,Consumer,2023-11
SO101721,2023-01-06,West,Furniture,Bookcases,77.71,3,0.2,-11.51,C6766,Consumer,2023-01
SO101722,2023-10-17,East,Office Supplies,Binders,92.31,2,0.2,-18.32,C4523,Small Business,2023-10
SO101730,2023-06-21,North,Furniture,Tables,252.05,4,0.1,-28.19,C8295,Home Office,2023-06
SO101731,2025-02-14,West,Office Supplies,Binders,126.87,3,0.3,-8.24,C5408,Corporate,2025-02
SO101732,2023-04-23,East,Furniture,Chairs,150.52,5,0.0,-9.44,C3032,Consumer,2023-04
SO101734,2023-12-16,North,Technology,Phones,1339.52,3,0.0,-11.18,C5653,Consumer,2023-12
SO101736,2023-12-27,North,Office Supplies,Paper,167.14,2,0.05,-15.88,C5307,Consumer,2023-12
SO101739,2024-11-22,North,Furniture,Tables,164.07,5,0.0,-19.67,C8061,Corporate,2024-11
SO101741,2023-04-05,East,Office Supplies,Paper,577.62,2,0.2,-51.36,C1741,Corporate,2023-04
SO101750,2025-06-02,North,Furniture,Chairs,227.72,1,0.0,-38.68,C2480,Corporate,2025-06
SO101751,2024-10-02,West,Office Supplies,Pens,148.59,2,0.05,-16.58,C3266,Corporate,2024-10
SO101756,2023-03-23,West,Technology,Machines,106.57,2,0.0,-1.78,C5818,Consumer,2023-03
SO101759,2025-04-09,North,Office Supplies,Storage,87.0,2,0.0,-9.17,C6725,Consumer,2025-04
SO101761,2023-06-22,East,Furniture,Bookcases,149.79,3,0.05,-2.41,C4357,Consumer,2023-06
SO101763,2023-03-03,West,Technology,Phones,215.85,1,0.05,-42.76,C1915,Home Office,2023-03
SO101764,2024-06-17,West,Office Supplies,Binders,27.14,1,0.1,-1.39,C9838,Corporate,2024-06
SO101765,2025-06-07,East,Technology,Phones,117.43,3,0.05,-5.13,C5146,Corporate,2025-06
SO101766,2024-01-20,East,Technology,Copiers,67.6,5,0.0,-11.48,C1207,Consumer,2024-01
SO101768,2024-08-29,North,Technology,Accessories,272.51,5,0.0,-2.54,C8172,Consumer,2024-08
SO101770,2023-12-07,West,Furniture,Tables,105.7,5,0.0,-15.77,C4757,Consumer,2023-12
SO101771,2025-01-16,West,Furniture,Chairs,46.72,2,0.2,-3.39,C5263,Home Office,2025-01
SO101772,2023-07-08,East,Office Supplies,Pens,73.5,2,0.0,-1.41,C3727,Corporate,2023-07
SO101773,2023-07-24,West,Furniture,Chairs,45.63,3,0.1,-0.27,C5270,Consumer,2023-07
SO101774,2023-01-23,East,Furniture,Chairs,50.52,4,0.0,-6.09,C2564,Corporate,2023-01
SO101778,2025-01-18,East,Office Supplies,Storage,154.68,5,0.0,-7.94,C2989,Consumer,2025-01
SO101779,2024-05-06,West,Furniture,Bookcases,161.88,5,0.1,-3.33,C5694,Consumer,2024-05
SO101781,2023-10-16,North,Office Supplies,Pens,91.6,4,0.0,-5.66,C8199,Consumer,2023-10
SO101785,2023-06-02,West,Furniture,Chairs,177.88,2,0.0,-33.07,C1866,Consumer,2023-06
SO101789,2023-02-27,South,Office Supplies,Storage,134.98,1,0.0,-3.45,C5990,Home Office,2023-02
SO101794,2024-01-05,West,Technology,Machines,82.42,3,0.1,-4.79,C7680,Consumer,2024-01
SO101795,2024-09-14,South,Furniture,Bookcases,55.54,2,0.0,-10.27,C4071,Consumer,2024-09
SO101802,2023-01-26,North,Furniture,Tables,133.97,5,0.0,-9.87,C5713,Consumer,2023-01
SO101803,2024-01-17,North,Office Supplies,Pens,204.86,3,0.1,-30.23,C3139,Corporate,2024-01
SO101807,2025-03-12,East,Technology,Machines,51.03,5,0.0,-7.87,C6040,Corporate,2025-03
SO101809,2023-12-22,South,Technology,Accessories,41.21,2,0.2,-1.58,C1686,Consumer,2023-12
SO101815,2024-01-12,East,Office Supplies,Binders,71.93,4,0.05,-1.83,C1571,Consumer,2024-01
SO101818,2024-12-30,South,Furniture,Chairs,793.63,1,0.05,-112.7,C6430,Home Office,2024-12
SO101819,2024-02-10,North,Technology,Phones,35.9,4,0.1,-2.1,C8377,Home Office,2024-02
SO101823,2025-05-18,East,Furniture,Chairs,107.71,3,0.0,-20.72,C4335,Home Office,2025-05
SO101826,2023-03-06,East,Office Supplies,Binders,192.12,3,0.2,-25.24,C1667,Consumer,2023-03
SO101827,2024-07-06,West,Office Supplies,Binders,740.16,4,0.05,-110.72,C7362,Consumer,2024-07
SO101828,2023-12-01,West,Office Supplies,Storage,44.48,2,0.1,-10.43,C8121,Corporate,2023-12
SO101830,2025-05-22,East,Office Supplies,Pens,186.54,3,0.0,-35.32,C6952,Consumer,2025-05
SO101831,2023-03-04,North,Office Supplies,Storage,52.23,1,0.1,-3.61,C3606,Home Office,2023-03
SO101832,2024-03-22,North,Furniture,Bookcases,138.95,3,0.0,-27.49,C3456,Corporate,2024-03
SO101833,2025-03-26,North,Technology,Accessories,186.56,2,0.05,-36.45,C5438,Corporate,2025-03
SO101835,2024-03-31,East,Office Supplies,Binders,579.89,5,0.05,-44.79,C5565,Consumer,2024-03
SO101838,2024-06-10,East,Furniture,Chairs,145.61,3,0.1,-4.77,C3642,Consumer,2024-06
SO101842,2023-09-24,South,Office Supplies,Paper,245.7,1,0.1,-15.87,C4829,Consumer,2023-09
SO101844,2024-03-09,East,Technology,Phones,174.17,4,0.0,-4.86,C6915,Home Office,2024-03
SO101847,2023-08-06,South,Technology,Copiers,107.77,3,0.05,-6.04,C3157,Consumer,2023-08
SO101849,2024-06-01,North,Office Supplies,Storage,554.14,1,0.3,-7.0,C7999,Corporate,2024-06
SO101853,2023-08-03,East,Technology,Phones,554.12,5,0.1,-40.17,C6184,Consumer,2023-08
SO101855,2024-05-22,South,Furniture,Bookcases,45.72,5,0.0,-5.78,C9595,Consumer,2024-05
SO101856,2024-03-13,South,Furniture,Chairs,152.35,2,0.0,-3.31,C4910,Consumer,2024-03
SO101862,2024-05-19,North,Office Supplies,Pens,623.51,5,0.0,-47.76,C1785,Small Business,2024-05
SO101863,2025-04-02,North,Technology,Copiers,113.12,5,0.0,-11.05,C4503,Consumer,2025-04
SO101869,2023-04-12,West,Technology,Accessories,376.3,5,0.1,-58.47,C8541,Corporate,2023-04
SO101873,2023-02-05,West,Furniture,Bookcases,68.21,5,0.0,-9.71,C3657,Home Office,2023-02
SO101876,2023-05-24,North,Office Supplies,Pens,348.55,4,0.05,-56.69,C9778,Consumer,2023-05
SO101877,2023-02-09,West,Technology,Phones,290.46,1,0.0,-29.41,C2721,Consumer,2023-02
SO101878,2024-10-04,South,Office Supplies,Storage,48.98,5,0.1,-5.68,C5006,Home Office,2024-10
SO101880,2024-02-24,West,Technology,Copiers,84.41,3,0.05,-10.22,C8184,Corporate,2024-02
SO101881,2025-05-15,North,Furniture,Bookcases,37.37,5,0.0,-2.32,C1132,Consumer,2025-05
SO101882,2025-04-27,West,Technology,Accessories,77.36,2,0.05,-8.47,C7320,Home Office,2025-04
SO101883,2023-01-16,East,Office Supplies,Paper,42.26,3,0.2,-8.6,C7138,Consumer,2023-01
SO101884,2023-05-24,South,Office Supplies,Paper,96.49,3,0.05,-14.09,C7579,Corporate,2023-05
SO101887,2024-09-25,South,Office Supplies,Pens,119.3,3,0.1,-4.38,C9021,Home Office,2024-09
SO101889,2023-08-19,South,Furniture,Tables,177.7,5,0.2,-16.1,C9798,Corporate,2023-08
SO101892,2023-05-27,East,Technology,Machines,121.1,2,0.1,-0.68,C2392,Small Business,2023-05
SO101896,2024-06-16,West,Office Supplies,Binders,287.08,4,0.0,-41.98,C8856,Consumer,2024-06
SO101899,2023-08-27,North,Office Supplies,Paper,378.09,4,0.0,-15.03,C8798,Home Office,2023-08
SO101914,2023-04-26,North,Office Supplies,Binders,763.84,5,0.0,-1.25,C3248,Corporate,2023-04
SO101916,2025-02-27,East,Office Supplies,Binders,337.89,4,0.0,-33.96,C3734,Consumer,2025-02
SO101917,2023-12-28,West,Technology,Phones,260.81,4,0.3,-15.91,C3725,Corporate,2023-12
SO101919,2023-09-20,South,Furniture,Tables,560.12,3,0.2,-81.63,C5220,Consumer,2023-09
SO101920,2024-06-20,North,Office Supplies,Paper,258.11,5,0.0,-42.76,C5935,Consumer,2024-06
SO101922,2024-05-19,South,Technology,Phones,43.17,2,0.2,-12.33,C2222,Home Office,2024-05
SO101925,2024-04-17,North,Office Supplies,Storage,380.04,5,0.1,-52.23,C3963,Consumer,2024-04
SO101945,2024-12-11,North,Technology,Copiers,128.25,1,0.0,-16.87,C7765,Consumer,2024-12
SO101946,2024-11-08,East,Technology,Copiers,95.72,5,0.05,-11.48,C2571,Corporate,2024-11
SO101951,2025-04-27,East,Office Supplies,Paper,99.16,5,0.05,-4.7,C9998,Consumer,2025-04
SO101954,2024-08-27,North,Technology,Machines,728.99,2,0.0,-136.38,C4399,Consumer,2024-08
SO101957,2023-10-16,West,Technology,Machines,143.39,5,0.0,-27.67,C2755,Home Office,2023-10
SO101962,2024-05-18,West,Office Supplies,Paper,218.92,4,0.0,-12.17,C9253,Consumer,2024-05
SO101969,2025-03-22,North,Technology,Phones,144.36,1,0.0,-22.25,C1768,Corporate,2025-03
SO101971,2024-08-28,South,Office Supplies,Paper,68.27,1,0.05,-7.99,C4569,Consumer,2024-08
SO101973,2023-06-09,North,Furniture,Chairs,1060.07,3,0.0,-165.16,C3428,Consumer,2023-06
SO101974,2023-10-09,West,Office Supplies,Pens,61.15,1,0.1,-8.18,C3542,Home Office,2023-10
SO101975,2023-08-22,North,Furniture,Chairs,101.86,2,0.0,-3.7,C5173,Consumer,2023-08
SO101984,2024-06-26,South,Technology,Phones,395.73,4,0.0,-31.61,C1304,Consumer,2024-06
SO101989,2023-03-13,East,Office Supplies,Pens,36.19,1,0.0,-6.22,C1755,Consumer,2023-03
SO101992,2025-02-19,West,Office Supplies,Pens,172.32,5,0.0,-4.12,C1148,Home Office,2025-02
SO101994,2024-12-18,East,Office Supplies,Storage,702.44,4,0.2,-90.93,C5041,Home Office,2024-12
SO101997,2024-05-04,North,Office Supplies,Pens,190.53,2,0.0,-17.11,C8955,Consumer,2024-05
SO102001,2023-04-14,South,Technology,Phones,106.1,5,0.3,-4.18,C5715,Consumer,2023-04
SO102003,2023-12-19,West,Furniture,Bookcases,66.09,2,0.3,-7.05,C4797,Consumer,2023-12
SO102005,2023-03-15,West,Office Supplies,Paper,296.37,2,0.0,-38.57,C8955,Consumer,2023-03
SO102007,2025-04-04,East,Office Supplies,Binders,607.95,2,0.2,-74.97,C7208,Consumer,2025-04
SO102009,2024-09-22,East,Office Supplies,Binders,82.82,3,0.1,-5.96,C7622,Home Office,2024-09
SO102010,2024-05-24,South,Technology,Phones,27.04,2,0.0,-3.25,C1564,Consumer,2024-05
SO102011,2025-03-04,East,Furniture,Tables,113.17,5,0.0,-6.58,C4910,Consumer,2025-03
SO102012,2024-07-31,West,Furniture,Tables,165.5,4,0.0,-3.65,C3888,Consumer,2024-07
SO102017,2024-05-13,West,Furniture,Tables,313.09,3,0.0,-24.39,C5316,Corporate,2024-05
SO102026,2023-02-23,South,Furniture,Tables,248.08,1,0.0,-30.99,C7854,Consumer,2023-02
SO102027,2025-04-07,North,Office Supplies,Pens,56.47,3,0.0,-8.73,C3703,Consumer,2025-04
SO102033,2023-12-06,East,Office Supplies,Pens,290.06,3,0.1,-26.51,C7283,Consumer,2023-12
SO102036,2025-05-03,East,Office Supplies,Binders,116.5,5,0.0,-0.47,C5291,Consumer,2025-05
SO102039,2024-05-12,East,Office Supplies,Paper,534.05,5,0.05,-84.86,C1490,Consumer,2024-05
SO102041,2024-04-15,West,Office Supplies,Storage,179.88,1,0.0,-17.52,C8850,Home Office,2024-04
SO102045,2024-01-14,North,Office Supplies,Pens,199.52,3,0.0,-0.63,C9291,Consumer,2024-01
SO102046,2023-05-14,South,Furniture,Chairs,301.52,3,0.1,-50.5,C7193,Consumer,2023-05
SO102053,2023-06-10,East,Technology,Accessories,45.9,4,0.0,-3.07,C5881,Home Office,2023-06
SO102055,2024-07-08,West,Technology,Copiers,167.61,4,0.0,-7.7,C4420,Corporate,2024-07
SO102056,2025-04-11,West,Technology,Machines,334.65,3,0.1,-22.01,C6338,Consumer,2025-04
SO102060,2024-07-29,West,Office Supplies,Pens,258.12,5,0.0,-45.86,C2777,Home Office,2024-07
SO102063,2023-06-18,South,Technology,Copiers,520.69,5,0.2,-50.03,C6327,Home Office,2023-06
SO102067,2024-04-08,South,Furniture,Chairs,470.42,5,0.0,-36.83,C9112,Consumer,2024-04
SO102068,2023-04-15,East,Furniture,Bookcases,756.41,2,0.0,-74.31,C2885,Corporate,2023-04
SO102070,2023-12-05,East,Technology,Machines,126.38,1,0.0,-18.13,C4053,Consumer,2023-12
SO102075,2023-03-24,West,Office Supplies,Storage,42.43,3,0.0,-2.86,C2598,Consumer,2023-03
SO102080,2023-01-22,East,Furniture,Bookcases,1209.9,4,0.05,-54.35,C7442,Consumer,2023-01
SO102081,2023-03-22,North,Furniture,Chairs,375.13,3,0.0,-33.91,C2301,Corporate,2023-03
SO102082,2025-01-28,West,Office Supplies,Paper,57.99,4,0.0,-0.86,C9635,Corporate,2025-01
SO102085,2024-09-16,East,Technology,Phones,207.14,2,0.0,-6.62,C2340,Corporate,2024-09
SO102088,2023-05-23,West,Office Supplies,Pens,258.44,1,0.1,-20.22,C6031,Consumer,2023-05
SO102096,2023-02-05,East,Office Supplies,Storage,507.01,1,0.0,-2.55,C8419,Corporate,2023-02
SO102098,2023-07-04,West,Office Supplies,Storage,458.07,3,0.3,-38.99,C9077,Consumer,2023-07
SO102101,2023-09-08,East,Furniture,Bookcases,83.85,2,0.2,-0.71,C1305,Consumer,2023-09
SO102106,2024-08-16,North,Office Supplies,Pens,95.1,2,0.2,-17.52,C2805,Consumer,2024-08
SO102109,2024-01-18,North,Technology,Machines,119.16,3,0.05,-6.24,C7452,Corporate,2024-01
SO102110,2024-12-02,East,Furniture,Chairs,805.78,2,0.0,-72.32,C3388,Home Office,2024-12
SO102114,2023-03-02,North,Office Supplies,Binders,62.19,5,0.0,-6.78,C2092,Consumer,2023-03
SO102118,2023-12-21,West,Furniture,Bookcases,128.17,3,0.0,-8.91,C7307,Consumer,2023-12
SO102119,2023-12-14,North,Office Supplies,Storage,195.39,1,0.0,-6.42,C8387,Home Office,2023-12
SO102124,2024-10-29,South,Furniture,Chairs,445.31,3,0.0,-82.9,C9171,Consumer,2024-10
SO102129,2023-04-03,East,Furniture,Tables,83.42,5,0.0,-12.98,C6677,Corporate,2023-04
SO102134,2023-09-22,West,Furniture,Chairs,18.72,5,0.1,-3.98,C2074,Consumer,2023-09
SO102135,2023-07-03,North,Technology,Copiers,110.75,4,0.0,-12.54,C9802,Home Office,2023-07
SO102139,2025-06-03,East,Technology,Copiers,224.02,2,0.0,-4.49,C2105,Consumer,2025-06
SO102145,2024-03-12,East,Technology,Phones,20.38,4,0.0,-1.01,C9351,Consumer,2024-03
SO102155,2025-06-06,North,Technology,Phones,57.87,4,0.1,-1.69,C4127,Consumer,2025-06
SO102156,2023-07-04,East,Furniture,Tables,60.02,2,0.1,-0.32,C8087,Consumer,2023-07
SO102157,2023-06-18,East,Office Supplies,Storage,35.18,3,0.0,-0.43,C5145,Corporate,2023-06
SO102161,2023-05-29,West,Office Supplies,Binders,238.54,3,0.0,-46.38,C2305,Home Office,2023-05
SO102162,2024-07-29,East,Technology,Copiers,65.07,3,0.0,-6.28,C9412,Home Office,2024-07
SO102164,2025-04-13,South,Office Supplies,Storage,641.25,4,0.0,-127.59,C9944,Home Office,2025-04
SO102168,2023-05-27,West,Office Supplies,Paper,44.76,3,0.0,-6.38,C7542,Consumer,2023-05
SO102172,2023-03-01,South,Technology,Machines,169.79,5,0.0,-20.33,C2311,Consumer,2023-03
SO102178,2024-07-27,East,Technology,Phones,178.82,4,0.05,-29.7,C3219,Consumer,2024-07
SO102181,2023-11-06,North,Technology,Machines,311.36,4,0.05,-20.7,C4719,Consumer,2023-11
SO102190,2023-03-09,East,Office Supplies,Paper,357.51,2,0.0,-26.32,C4350,Home Office,2023-03
SO102191,2024-05-28,North,Office Supplies,Pens,94.92,3,0.0,-1.69,C1466,Consumer,2024-05
SO102192,2024-04-27,East,Office Supplies,Paper,226.44,5,0.0,-41.14,C3616,Home Office,2024-04
SO102193,2023-08-28,North,Furniture,Chairs,346.44,1,0.0,-16.86,C5001,Corporate,2023-08
SO102195,2025-03-06,West,Office Supplies,Binders,141.88,1,0.05,-4.67,C2088,Consumer,2025-03
SO102196,2024-09-25,West,Office Supplies,Binders,595.99,1,0.05,-62.24,C1846,Consumer,2024-09
SO102200,2025-04-25,West,Office Supplies,Pens,107.1,5,0.0,-10.53,C1350,Home Office,2025-04
SO102203,2023-05-25,South,Office Supplies,Paper,127.83,4,0.0,-20.78,C5710,Consumer,2023-05
SO102206,2025-01-07,North,Furniture,Chairs,33.83,1,0.0,-1.58,C1607,Home Office,2025-01
SO102209,2023-09-17,West,Office Supplies,Pens,340.5,5,0.0,-3.32,C4870,Consumer,2023-09
SO102210,2024-12-05,West,Technology,Machines,589.9,1,0.0,-14.23,C7482,Corporate,2024-12
SO102219,2025-04-17,South,Office Supplies,Binders,76.85,2,0.0,-4.17,C1891,Home Office,2025-04
SO102220,2024-07-02,West,Furniture,Chairs,297.89,4,0.1,-35.51,C6758,Consumer,2024-07
SO102221,2023-05-18,West,Office Supplies,Storage,400.15,5,0.0,-47.74,C1568,Consumer,2023-05
SO102223,2025-01-20,South,Furniture,Tables,103.42,1,0.0,-16.41,C1162,Consumer,2025-01
SO102230,2023-09-24,South,Furniture,Bookcases,121.63,1,0.0,-4.97,C9106,Corporate,2023-09
SO102231,2025-01-26,East,Office Supplies,Binders,224.25,5,0.0,-37.53,C6607,Consumer,2025-01
SO102233,2024-07-05,North,Office Supplies,Binders,43.55,2,0.0,-1.79,C8811,Corporate,2024-07
SO102235,2023-02-07,North,Office Supplies,Binders,344.56,2,0.0,-40.36,C1919,Corporate,2023-02
SO102238,2025-01-17,North,Furniture,Bookcases,1213.97,3,0.0,-153.11,C5580,Corporate,2025-01
SO102239,2025-06-10,South,Furniture,Tables,426.27,1,0.0,-35.84,C3049,Small Business,2025-06
SO102241,2024-01-27,East,Office Supplies,Paper,134.76,1,0.0,-10.93,C9581,Consumer,2024-01
SO102243,2024-10-02,East,Technology,Machines,179.82,2,0.1,-31.56,C3574,Consumer,2024-10
SO102245,2024-07-21,South,Office Supplies,Pens,60.39,5,0.0,-2.74,C5609,Corporate,2024-07
SO102247,2023-06-30,West,Technology,Accessories,285.04,1,0.0,-22.45,C3982,Consumer,2023-06
SO102249,2023-08-14,South,Office Supplies,Binders,333.92,5,0.1,-6.0,C9070,Small Business,2023-08
SO102251,2025-04-01,South,Technology,Copiers,117.84,4,0.1,-25.11,C3507,Home Office,2025-04
SO102252,2023-09-10,East,Technology,Accessories,41.81,1,0.05,-0.33,C1289,Consumer,2023-09
SO102257,2025-04-14,North,Technology,Accessories,743.73,3,0.2,-51.41,C7579,Corporate,2025-04
SO102260,2023-10-23,East,Technology,Phones,154.76,5,0.0,-17.38,C3131,Consumer,2023-10
SO102261,2024-08-06,North,Technology,Phones,75.07,1,0.0,-8.88,C3554,Consumer,2024-08
SO102262,2025-02-14,North,Office Supplies,Pens,92.3,2,0.0,-1.06,C2371,Consumer,2025-02
SO102265,2023-03-11,East,Office Supplies,Paper,56.56,2,0.0,-4.16,C8815,Consumer,2023-03
SO102272,2023-08-18,South,Office Supplies,Pens,534.77,5,0.0,-61.91,C5361,Corporate,2023-08
SO102275,2023-08-12,East,Office Supplies,Pens,233.28,3,0.0,-21.38,C3938,Consumer,2023-08
SO102276,2023-04-21,West,Office Supplies,Storage,558.84,5,0.2,-93.27,C3406,Home Office,2023-04
SO102277,2024-05-12,North,Technology,Machines,488.72,4,0.1,-81.29,C4405,Consumer,2024-05
SO102280,2024-09-10,West,Furniture,Chairs,51.22,4,0.05,-5.19,C1129,Home Office,2024-09
SO102281,2024-12-10,South,Technology,Machines,525.03,1,0.0,-73.78,C5843,Consumer,2024-12
SO102283,2023-08-02,West,Furniture,Tables,118.04,3,0.0,-16.62,C8437,Corporate,2023-08
SO102288,2025-05-28,East,Office Supplies,Binders,30.44,3,0.1,-3.44,C9757,Consumer,2025-05
SO102291,2025-04-30,North,Furniture,Tables,83.52,3,0.1,-17.66,C7375,Home Office,2025-04
SO102292,2024-08-08,North,Office Supplies,Storage,160.2,2,0.0,-31.8,C4426,Consumer,2024-08
SO102294,2023-08-01,West,Technology,Copiers,81.2,3,0.05,-1.31,C7466,Consumer,2023-08
SO102296,2024-09-23,South,Office Supplies,Paper,311.23,2,0.0,-6.22,C4071,Consumer,2024-09
SO102298,2024-12-17,South,Technology,Phones,19.21,5,0.05,-0.28,C3543,Small Business,2024-12
SO102299,2023-09-07,South,Furniture,Tables,146.79,5,0.0,-22.1,C5956,Consumer,2023-09
SO102301,2024-11-07,North,Office Supplies,Pens,310.02,4,0.3,-17.66,C4323,Small Business,2024-11
SO102310,2025-05-01,West,Office Supplies,Storage,322.63,3,0.0,-13.75,C6231,Consumer,2025-05
SO102318,2023-01-30,East,Office Supplies,Paper,986.95,4,0.2,-34.94,C9892,Corporate,2023-01
SO102319,2023-09-14,South,Technology,Phones,433.37,5,0.05,-83.68,C3141,Consumer,2023-09
SO102320,2023-07-27,North,Furniture,Tables,183.57,2,0.0,-13.39,C6464,Corporate,2023-07
SO102321,2025-02-26,North,Technology,Machines,29.06,2,0.05,-1.49,C1845,Consumer,2025-02
SO102323,2023-11-24,North,Office Supplies,Storage,154.88,3,0.05,-30.15,C6718,Consumer,2023-11
SO102325,2024-01-28,North,Technology,Copiers,67.69,2,0.0,-8.07,C4446,Consumer,2024-01
SO102330,2024-08-05,East,Office Supplies,Paper,394.46,4,0.0,-55.37,C2550,Consumer,2024-08
SO102332,2023-09-21,West,Technology,Phones,673.88,1,0.0,-62.14,C2391,Consumer,2023-09
SO102333,2023-09-02,West,Office Supplies,Storage,81.81,3,0.1,-17.01,C8767,Consumer,2023-09
SO102335,2023-07-29,North,Office Supplies,Storage,175.89,5,0.0,-12.5,C1449,Small Business,2023-07
SO102337,2023-06-07,North,Office Supplies,Binders,70.49,2,0.2,-13.54,C9106,Consumer,2023-06
SO102338,2024-05-13,West,Furniture,Chairs,168.19,3,0.0,-15.63,C8288,Consumer,2024-05
SO102341,2023-06-28,West,Office Supplies,Binders,532.16,1,0.2,-59.02,C9282,Home Office,2023-06
